interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,category,typical_duration_minutes,accessibility_score,quality_score,food_affinity,culture_affinity,nature_affinity,beach_affinity,wellness_affinity,adventure_affinity,nightlife_affinity,shopping_affinity,history_affinity,photography_affinity,wildlife_affinity,spirituality_affinity
PI0023219,T002903,POI0044,January,evening,Z01,71.1,43.86,2263.9,77.82,73.0,44.0,72.2,36.0,54.5,12.66,28.44,57.79,train,seniors,1,0,4,5,packed,medium,standard,wheelchair_friendly_preference,vegetarian,lowest_cost,78,82,83,61,47,5,13,59,53,43,83,47,wildlife,104,36,54.5,30,14,83,11,0,3,0,0,5,35,84,35
PI0023220,T002903,POI0031,January,evening,Z01,19.4,10.8,271.3,67.56,56.0,49.0,72.0,83.0,58.3,0.8,7.76,72.92,train,seniors,1,0,4,5,packed,medium,standard,wheelchair_friendly_preference,vegetarian,lowest_cost,78,82,83,61,47,5,13,59,53,43,83,47,fort,100,83,58.3,11,92,15,14,30,20,23,20,87,88,0,27
PI0023221,T002903,POI0020,January,evening,Z01,13.8,7.84,317.1,71.32,46.0,84.0,69.9,70.0,61.3,1.45,5.52,76.94,train,seniors,1,0,4,5,packed,medium,standard,wheelchair_friendly_preference,vegetarian,lowest_cost,78,82,83,61,47,5,13,59,53,43,83,47,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0023222,T002903,POI0048,January,evening,Z01,71.1,43.86,810.9,74.56,61.0,71.0,71.9,60.0,46.3,0.0,28.44,72.14,train,seniors,1,0,4,5,packed,medium,standard,wheelchair_friendly_preference,vegetarian,lowest_cost,78,82,83,61,47,5,13,59,53,43,83,47,market,98,60,46.3,78,80,19,1,22,31,23,72,18,28,0,7
PI0023223,T002903,POI0016,January,evening,Z01,8.5,5.16,100.6,69.15,59.0,88.0,72.25,90.0,69.1,0.0,3.4,80.76,train,seniors,1,0,4,5,packed,medium,standard,wheelchair_friendly_preference,vegetarian,lowest_cost,78,82,83,61,47,5,13,59,53,43,83,47,beach,105,90,69.1,15,29,40,73,24,7,25,18,0,92,12,13
PI0023224,T002903,POI0027,January,evening,Z01,7.0,3.73,345.5,73.58,95.0,81.0,69.35,85.0,61.5,2.39,2.8,74.35,train,seniors,1,0,4,5,packed,medium,standard,wheelchair_friendly_preference,vegetarian,lowest_cost,78,82,83,61,47,5,13,59,53,43,83,47,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0023225,T002904,POI0049,January,evening,Z05,139.6,74.19,1445.5,73.2,70.0,38.0,88.2,100.0,79.2,0.18,55.84,57.23,test,friends,7,0,0,7,balanced,low,budget,no_restriction,no_preference,lowest_cost,63,74,61,61,60,68,71,22,53,49,59,52,religious_site,78,80,79.2,4,87,42,25,15,13,15,16,81,30,0,91
PI0023226,T002904,POI0026,January,afternoon,Z05,13.9,0.44,272.0,72.0,49.0,72.0,83.7,100.0,51.4,5.21,5.56,62.67,test,friends,7,0,0,7,balanced,low,budget,no_restriction,no_preference,lowest_cost,63,74,61,61,60,68,71,22,53,49,59,52,museum,48,49,51.4,9,89,17,27,19,28,7,19,83,5,1,28
PI0023227,T002904,POI0042,January,afternoon,Z05,35.5,18.74,612.5,73.31,63.0,71.0,88.5,100.0,66.8,5.84,14.2,73.84,test,friends,7,0,0,7,balanced,low,budget,no_restriction,no_preference,lowest_cost,63,74,61,61,60,68,71,22,53,49,59,52,museum,80,52,66.8,32,86,31,23,13,28,21,20,96,0,2,5
PI0023228,T002904,POI0032,January,afternoon,Z05,19.8,10.31,234.0,79.4,71.0,70.0,82.8,100.0,74.7,0.83,7.92,65.05,test,friends,7,0,0,7,balanced,low,budget,no_restriction,no_preference,lowest_cost,63,74,61,61,60,68,71,22,53,49,59,52,cultural_site,42,42,74.7,19,83,18,19,22,31,6,5,76,23,34,81
PI0023229,T002904,POI0002,January,evening,Z05,6.4,3.57,76.3,74.65,61.0,58.0,89.1,100.0,67.0,0.28,2.56,73.62,test,friends,7,0,0,7,balanced,low,budget,no_restriction,no_preference,lowest_cost,63,74,61,61,60,68,71,22,53,49,59,52,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0023230,T002904,POI0054,January,evening,Z05,139.6,74.19,1460.5,71.83,77.0,56.0,83.4,100.0,79.8,0.47,55.84,81.35,test,friends,7,0,0,7,balanced,low,budget,no_restriction,no_preference,lowest_cost,63,74,61,61,60,68,71,22,53,49,59,52,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0023231,T002904,POI0050,January,evening,Z05,139.6,74.19,1453.5,75.19,62.0,41.0,84.9,100.0,82.4,0.33,55.84,62.51,test,friends,7,0,0,7,balanced,low,budget,no_restriction,no_preference,lowest_cost,63,74,61,61,60,68,71,22,53,49,59,52,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0023232,T002904,POI0050,January,afternoon,Z05,139.6,74.19,1453.5,75.19,62.0,79.0,84.9,100.0,82.4,0.33,55.84,78.02,test,friends,7,0,0,7,balanced,low,budget,no_restriction,no_preference,lowest_cost,63,74,61,61,60,68,71,22,53,49,59,52,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0023233,T002905,POI0017,February,evening,Z04,6.3,3.23,101.9,77.87,71.0,37.0,86.4,100.0,60.8,0.29,2.52,78.19,test,family,3,4,0,7,balanced,low,standard,no_restriction,vegan,balanced,84,82,88,56,49,58,61,57,71,43,67,42,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0023234,T002905,POI0044,February,evening,Z04,103.8,57.03,2880.3,69.38,61.4,44.0,87.9,100.0,54.5,13.05,41.52,60.32,test,family,3,4,0,7,balanced,low,standard,no_restriction,vegan,balanced,84,82,88,56,49,58,61,57,71,43,67,42,wildlife,104,36,54.5,30,14,83,11,0,3,0,0,5,35,84,35
PI0023235,T002905,POI0056,February,evening,Z04,100.3,53.22,5369.9,73.06,73.2,63.0,70.95,100.0,50.2,32.21,40.12,64.26,test,family,3,4,0,7,balanced,low,standard,no_restriction,vegan,balanced,84,82,88,56,49,58,61,57,71,43,67,42,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0023236,T002905,POI0020,February,evening,Z04,5.4,0.53,137.7,72.49,50.8,84.0,85.2,100.0,61.3,0.97,2.16,72.79,test,family,3,4,0,7,balanced,low,standard,no_restriction,vegan,balanced,84,82,88,56,49,58,61,57,71,43,67,42,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0023237,T002905,POI0058,February,evening,Z04,100.3,53.22,965.9,77.3,84.6,54.0,89.85,100.0,68.6,0.43,40.12,84.48,test,family,3,4,0,7,balanced,low,standard,no_restriction,vegan,balanced,84,82,88,56,49,58,61,57,71,43,67,42,religious_site,89,76,68.6,36,89,22,17,15,23,16,19,85,11,26,100
PI0023238,T002905,POI0003,February,afternoon,Z04,12.3,7.82,379.8,77.67,75.4,55.0,88.2,100.0,70.0,1.8,4.92,87.4,test,family,3,4,0,7,balanced,low,standard,no_restriction,vegan,balanced,84,82,88,56,49,58,61,57,71,43,67,42,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0023239,T002905,POI0020,February,evening,Z04,5.4,0.53,137.7,72.49,50.8,84.0,85.2,100.0,61.3,0.97,2.16,73.17,test,family,3,4,0,7,balanced,low,standard,no_restriction,vegan,balanced,84,82,88,56,49,58,61,57,71,43,67,42,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0023240,T002905,POI0039,February,morning,Z04,50.2,26.96,4262.0,69.97,2.4,5.0,76.8,100.0,88.0,27.46,20.08,52.55,test,family,3,4,0,7,balanced,low,standard,no_restriction,vegan,balanced,84,82,88,56,49,58,61,57,71,43,67,42,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0023241,T002906,POI0015,October,evening,Z10,77.1,44.02,1219.7,80.71,68.0,62.0,86.5,100.0,55.8,4.49,30.84,70.59,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,lowest_cost,72,88,56,38,50,28,57,87,52,70,37,35,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0023242,T002906,POI0054,October,afternoon,Z10,70.7,39.95,719.3,74.48,71.0,66.0,100.0,100.0,79.8,0.28,28.28,77.53,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,lowest_cost,72,88,56,38,50,28,57,87,52,70,37,35,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0023243,T002906,POI0054,October,morning,Z10,70.7,39.95,719.3,74.48,71.0,70.0,100.0,100.0,79.8,0.28,28.28,73.54,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,lowest_cost,72,88,56,38,50,28,57,87,52,70,37,35,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0023244,T002906,POI0045,October,afternoon,Z10,16.5,9.89,370.0,80.15,96.0,74.0,89.25,100.0,72.7,2.3,6.6,91.51,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,lowest_cost,72,88,56,38,50,28,57,87,52,70,37,35,museum,103,71,72.7,26,89,38,35,7,40,13,32,85,15,0,17
PI0023245,T002906,POI0046,October,afternoon,Z10,16.5,9.89,265.0,84.11,73.0,59.0,93.25,100.0,59.8,1.09,6.6,73.73,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,lowest_cost,72,88,56,38,50,28,57,87,52,70,37,35,fort,87,100,59.8,18,78,27,27,27,38,37,15,87,80,20,12
PI0023246,T002906,POI0016,October,evening,Z10,77.1,44.02,830.7,73.56,47.0,88.0,88.75,100.0,69.1,0.0,30.84,75.06,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,lowest_cost,72,88,56,38,50,28,57,87,52,70,37,35,beach,105,90,69.1,15,29,40,73,24,7,25,18,0,92,12,13
PI0023247,T002906,POI0035,October,morning,Z10,64.3,33.2,582.7,85.9,86.0,59.0,88.0,100.0,50.8,0.0,25.72,85.78,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,lowest_cost,72,88,56,38,50,28,57,87,52,70,37,35,market,108,77,50.8,81,100,19,24,39,21,7,84,19,3,16,11
PI0023248,T002906,POI0051,October,morning,Z10,70.7,39.95,2519.3,76.68,79.0,78.0,74.5,100.0,74.2,21.07,28.28,74.4,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,lowest_cost,72,88,56,38,50,28,57,87,52,70,37,35,wellness,162,53,74.2,27,19,89,14,100,1,35,36,9,46,31,31
PI0023249,T002907,POI0005,January,evening,Z09,155.0,84.0,7509.9,53.55,56.8,52.0,87.75,100.0,68.9,31.16,62.0,39.67,validation,family,5,2,0,7,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,85,88,23,44,86,20,83,83,69,53,11,37,adventure,109,87,68.9,22,20,97,17,7,86,22,36,30,24,37,5
PI0023250,T002907,POI0019,January,evening,Z09,164.4,89.55,1509.3,82.09,78.2,85.0,80.5,100.0,65.5,0.0,65.76,77.81,validation,family,5,2,0,7,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,85,88,23,44,86,20,83,83,69,53,11,37,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0023251,T002907,POI0042,January,evening,Z09,141.9,74.97,2013.6,75.39,93.0,46.0,95.0,100.0,66.8,3.12,56.76,79.31,validation,family,5,2,0,7,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,85,88,23,44,86,20,83,83,69,53,11,37,museum,80,52,66.8,32,86,31,23,13,28,21,20,96,0,2,5
PI0023252,T002907,POI0026,January,afternoon,Z09,128.7,79.6,2008.6,72.77,40.2,72.0,100.0,100.0,51.4,3.25,51.48,63.3,validation,family,5,2,0,7,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,85,88,23,44,86,20,83,83,69,53,11,37,museum,48,49,51.4,9,89,17,27,19,28,7,19,83,5,1,28
PI0023253,T002907,POI0042,January,morning,Z09,141.9,74.97,2013.6,75.39,93.0,82.0,95.0,100.0,66.8,3.12,56.76,98.13,validation,family,5,2,0,7,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,85,88,23,44,86,20,83,83,69,53,11,37,museum,80,52,66.8,32,86,31,23,13,28,21,20,96,0,2,5
PI0023254,T002907,POI0017,January,morning,Z09,147.6,81.7,1571.0,81.26,71.0,64.0,98.5,100.0,60.8,0.15,59.04,65.31,validation,family,5,2,0,7,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,85,88,23,44,86,20,83,83,69,53,11,37,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0023255,T002907,POI0017,January,evening,Z09,147.6,81.7,1571.0,81.26,71.0,37.0,98.5,100.0,60.8,0.15,59.04,81.17,validation,family,5,2,0,7,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,85,88,23,44,86,20,83,83,69,53,11,37,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0023256,T002907,POI0018,January,morning,Z09,147.6,81.7,2407.0,87.0,0.0,5.0,71.0,100.0,86.2,4.6,59.04,52.01,validation,family,5,2,0,7,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,85,88,23,44,86,20,83,83,69,53,11,37,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0023257,T002908,POI0054,January,morning,Z03,145.6,86.76,1532.7,79.63,81.0,70.0,100.0,100.0,79.8,0.19,58.24,75.44,test,couple,2,0,0,2,easy_going,high,budget,no_restriction,non_vegetarian,lowest_cost,84,89,69,58,49,32,11,33,61,56,78,68,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0023258,T002908,POI0052,January,evening,Z03,145.6,86.76,1508.7,72.91,100.0,93.0,80.25,100.0,88.6,0.0,58.24,59.56,test,couple,2,0,0,2,easy_going,high,budget,no_restriction,non_vegetarian,lowest_cost,84,89,69,58,49,32,11,33,61,56,78,68,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0023259,T002908,POI0003,January,afternoon,Z03,8.3,4.68,177.3,73.27,70.0,55.0,95.5,100.0,70.0,0.69,3.32,71.05,test,couple,2,0,0,2,easy_going,high,budget,no_restriction,non_vegetarian,lowest_cost,84,89,69,58,49,32,11,33,61,56,78,68,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0023260,T002908,POI0010,January,evening,Z03,5.3,3.18,1127.0,85.41,89.0,71.0,90.0,100.0,86.1,8.63,2.12,81.45,test,couple,2,0,0,2,easy_going,high,budget,no_restriction,non_vegetarian,lowest_cost,84,89,69,58,49,32,11,33,61,56,78,68,food,100,78,86.1,81,83,3,17,16,22,13,25,32,21,24,20
PI0023261,T002908,POI0003,January,morning,Z03,8.3,4.68,177.3,73.27,70.0,83.0,95.5,100.0,70.0,0.69,3.32,82.4,test,couple,2,0,0,2,easy_going,high,budget,no_restriction,non_vegetarian,lowest_cost,84,89,69,58,49,32,11,33,61,56,78,68,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0023262,T002908,POI0057,January,morning,Z03,74.5,44.74,946.3,66.26,62.0,82.0,87.25,100.0,60.6,0.66,29.8,59.45,test,couple,2,0,0,2,easy_going,high,budget,no_restriction,non_vegetarian,lowest_cost,84,89,69,58,49,32,11,33,61,56,78,68,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0023263,T002908,POI0039,January,afternoon,Z03,41.1,26.42,1752.1,54.82,67.0,15.0,70.5,100.0,88.0,10.5,16.44,58.3,test,couple,2,0,0,2,easy_going,high,budget,no_restriction,non_vegetarian,lowest_cost,84,89,69,58,49,32,11,33,61,56,78,68,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0023264,T002908,POI0060,January,morning,Z03,74.5,44.74,864.3,69.18,62.0,75.0,76.25,100.0,85.3,0.0,29.8,75.82,test,couple,2,0,0,2,easy_going,high,budget,no_restriction,non_vegetarian,lowest_cost,84,89,69,58,49,32,11,33,61,56,78,68,beach,155,92,85.3,48,6,18,99,34,11,22,20,23,79,18,0
PI0023265,T002909,POI0053,September,morning,Z02,142.0,89.69,1893.5,68.28,95.0,88.0,88.25,100.0,54.4,11.53,56.8,76.46,test,family,3,2,0,5,easy_going,low,budget,no_restriction,non_vegetarian,lowest_cost,87,75,85,56,64,2,4,48,56,76,59,68,museum,107,55,54.4,9,88,31,20,4,3,2,0,85,33,19,0
PI0023266,T002909,POI0009,September,morning,Z02,14.5,0.33,8025.2,70.49,98.2,67.0,72.25,100.0,61.1,100.0,5.8,52.75,test,family,3,2,0,5,easy_going,low,budget,no_restriction,non_vegetarian,lowest_cost,87,75,85,56,64,2,4,48,56,76,59,68,wellness,171,52,61.1,2,12,87,34,79,12,0,18,7,13,9,18
PI0023267,T002909,POI0019,September,evening,Z02,11.8,6.04,107.1,74.98,78.2,85.0,80.5,100.0,65.5,0.0,4.72,97.0,test,family,3,2,0,5,easy_going,low,budget,no_restriction,non_vegetarian,lowest_cost,87,75,85,56,64,2,4,48,56,76,59,68,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0023268,T002909,POI0020,September,morning,Z02,11.8,6.04,196.1,77.78,50.8,60.85,100.0,100.0,61.3,3.14,4.72,73.59,test,family,3,2,0,5,easy_going,low,budget,no_restriction,non_vegetarian,lowest_cost,87,75,85,56,64,2,4,48,56,76,59,68,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0023269,T002909,POI0011,September,afternoon,Z02,14.5,0.33,336.2,66.22,48.0,73.0,99.25,100.0,59.9,11.6,5.8,60.41,test,family,3,2,0,5,easy_going,low,budget,no_restriction,non_vegetarian,lowest_cost,87,75,85,56,64,2,4,48,56,76,59,68,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0023270,T002909,POI0012,September,morning,Z02,14.5,0.33,7.2,79.37,47.2,63.0,81.0,100.0,66.6,0.0,5.8,68.73,test,family,3,2,0,5,easy_going,low,budget,no_restriction,non_vegetarian,lowest_cost,87,75,85,56,64,2,4,48,56,76,59,68,shopping,136,70,66.6,88,40,25,29,16,20,11,92,5,29,17,34
PI0023271,T002909,POI0015,September,afternoon,Z02,5.2,2.87,948.2,72.33,75.2,84.0,86.5,100.0,55.8,31.62,2.08,78.19,test,family,3,2,0,5,easy_going,low,budget,no_restriction,non_vegetarian,lowest_cost,87,75,85,56,64,2,4,48,56,76,59,68,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0023272,T002909,POI0051,September,morning,Z02,142.0,89.69,5692.5,81.29,57.6,78.0,74.5,100.0,74.2,100.0,56.8,40.5,test,family,3,2,0,5,easy_going,low,budget,no_restriction,non_vegetarian,lowest_cost,87,75,85,56,64,2,4,48,56,76,59,68,wellness,162,53,74.2,27,19,89,14,100,1,35,36,9,46,31,31
PI0023273,T002910,POI0021,February,morning,Z02,11.8,6.04,997.1,74.68,54.2,88.0,78.0,100.0,79.2,4.09,4.72,79.17,test,family,3,3,0,6,balanced,medium,luxury,no_restriction,no_preference,fastest,85,79,79,38,72,37,67,52,46,45,57,52,nature,170,99,79.2,18,12,89,22,2,19,23,9,22,73,36,34
PI0023274,T002910,POI0019,February,afternoon,Z02,11.8,6.04,107.1,77.57,78.2,75.0,82.8,100.0,65.5,0.0,4.72,75.43,test,family,3,3,0,6,balanced,medium,luxury,no_restriction,no_preference,fastest,85,79,79,38,72,37,67,52,46,45,57,52,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0023275,T002910,POI0054,February,morning,Z02,142.0,89.69,1626.5,71.33,76.2,70.0,83.4,100.0,79.8,0.28,56.8,76.2,test,family,3,3,0,6,balanced,medium,luxury,no_restriction,no_preference,fastest,85,79,79,38,72,37,67,52,46,45,57,52,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0023276,T002910,POI0055,February,evening,Z02,80.8,42.78,1112.3,73.35,68.0,55.0,85.5,100.0,55.1,1.45,32.32,69.97,test,family,3,3,0,6,balanced,medium,luxury,no_restriction,no_preference,fastest,85,79,79,38,72,37,67,52,46,45,57,52,museum,120,37,55.1,17,83,14,32,34,17,0,27,89,23,31,6
PI0023277,T002910,POI0037,February,afternoon,Z02,41.6,24.46,396.6,79.27,62.0,67.0,84.45,100.0,63.0,0.0,16.64,73.03,test,family,3,3,0,6,balanced,medium,luxury,no_restriction,no_preference,fastest,85,79,79,38,72,37,67,52,46,45,57,52,market,127,84,63.0,76,85,16,15,27,24,23,88,27,0,15,0
PI0023278,T002910,POI0018,February,evening,Z02,5.2,2.87,1131.2,84.72,0.0,95.0,77.1,100.0,86.2,4.97,2.08,86.69,test,family,3,3,0,6,balanced,medium,luxury,no_restriction,no_preference,fastest,85,79,79,38,72,37,67,52,46,45,57,52,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0023279,T002910,POI0036,February,morning,Z02,25.2,12.88,215.3,80.93,63.4,58.0,87.45,100.0,45.7,0.0,10.08,66.14,test,family,3,3,0,6,balanced,medium,luxury,no_restriction,no_preference,fastest,85,79,79,38,72,37,67,52,46,45,57,52,shopping,107,82,45.7,90,24,27,3,23,16,14,91,37,41,35,18
PI0023280,T002910,POI0030,February,afternoon,Z02,10.1,5.54,1270.4,71.92,58.0,72.0,80.7,100.0,75.2,5.36,4.04,77.66,test,family,3,3,0,6,balanced,medium,luxury,no_restriction,no_preference,fastest,85,79,79,38,72,37,67,52,46,45,57,52,wildlife,152,28,75.2,23,15,86,23,6,14,37,6,0,0,85,20
PI0023281,T002911,POI0054,December,morning,Z03,145.6,86.76,1556.7,65.38,76.2,70.0,100.0,100.0,79.8,0.28,58.24,62.89,train,family,5,2,0,7,easy_going,medium,budget,no_restriction,vegetarian,lowest_cost,67,66,81,87,39,71,75,34,75,80,45,17,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0023282,T002911,POI0058,December,afternoon,Z03,74.5,44.74,904.3,66.71,84.6,78.0,92.75,100.0,68.6,0.24,29.8,81.73,train,family,5,2,0,7,easy_going,medium,budget,no_restriction,vegetarian,lowest_cost,67,66,81,87,39,71,75,34,75,80,45,17,religious_site,89,76,68.6,36,89,22,17,15,23,16,19,85,11,26,100
PI0023283,T002911,POI0057,December,afternoon,Z03,74.5,44.74,1034.3,78.93,75.2,75.0,87.25,100.0,60.6,1.01,29.8,82.66,train,family,5,2,0,7,easy_going,medium,budget,no_restriction,vegetarian,lowest_cost,67,66,81,87,39,71,75,34,75,80,45,17,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0023284,T002911,POI0002,December,morning,Z03,8.3,4.68,121.3,67.43,69.8,84.0,94.0,100.0,67.0,0.18,3.32,83.34,train,family,5,2,0,7,easy_going,medium,budget,no_restriction,vegetarian,lowest_cost,67,66,81,87,39,71,75,34,75,80,45,17,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0023285,T002911,POI0049,December,afternoon,Z03,145.6,86.76,1525.7,67.53,48.6,81.0,95.5,100.0,79.2,0.1,58.24,70.85,train,family,5,2,0,7,easy_going,medium,budget,no_restriction,vegetarian,lowest_cost,67,66,81,87,39,71,75,34,75,80,45,17,religious_site,78,80,79.2,4,87,42,25,15,13,15,16,81,30,0,91
PI0023286,T002911,POI0021,December,evening,Z03,5.4,3.33,753.6,80.11,54.2,58.0,72.5,100.0,79.2,4.1,2.16,74.35,train,family,5,2,0,7,easy_going,medium,budget,no_restriction,vegetarian,lowest_cost,67,66,81,87,39,71,75,34,75,80,45,17,nature,170,99,79.2,18,12,89,22,2,19,23,9,22,73,36,34
PI0023287,T002911,POI0029,December,morning,Z03,15.9,8.18,537.9,74.57,83.2,80.0,95.0,100.0,58.1,2.35,6.36,80.82,train,family,5,2,0,7,easy_going,medium,budget,no_restriction,vegetarian,lowest_cost,67,66,81,87,39,71,75,34,75,80,45,17,nature,80,59,58.1,7,18,79,4,26,24,0,18,31,93,32,20
PI0023288,T002911,POI0029,December,morning,Z03,15.9,8.18,537.9,74.57,83.2,80.0,95.0,100.0,58.1,2.35,6.36,72.87,train,family,5,2,0,7,easy_going,medium,budget,no_restriction,vegetarian,lowest_cost,67,66,81,87,39,71,75,34,75,80,45,17,nature,80,59,58.1,7,18,79,4,26,24,0,18,31,93,32,20
PI0023289,T002912,POI0058,March,evening,Z09,69.0,39.06,765.0,85.47,86.0,54.0,89.85,100.0,68.6,0.33,27.6,88.07,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,no_preference,private_transport,55,81,59,52,37,28,23,61,73,94,51,93,religious_site,89,76,68.6,36,89,22,17,15,23,16,19,85,11,26,100
PI0023290,T002912,POI0040,March,afternoon,Z09,141.9,74.97,1428.6,70.88,71.0,73.0,82.5,100.0,45.0,0.0,56.76,72.13,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,no_preference,private_transport,55,81,59,52,37,28,23,61,73,94,51,93,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0023291,T002912,POI0043,March,morning,Z09,60.3,37.71,775.6,75.73,68.0,60.0,90.0,100.0,62.9,0.71,24.12,68.79,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,no_preference,private_transport,55,81,59,52,37,28,23,61,73,94,51,93,waterfall,90,22,62.9,10,27,84,3,16,87,27,18,38,93,16,29
PI0023292,T002912,POI0023,March,evening,Z09,164.4,89.55,4143.3,65.41,47.0,51.0,73.35,100.0,73.0,43.72,65.76,45.86,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,no_preference,private_transport,55,81,59,52,37,28,23,61,73,94,51,93,adventure,201,38,73.0,37,14,85,23,12,88,13,15,36,7,0,39
PI0023293,T002912,POI0037,March,afternoon,Z09,141.9,74.97,1428.6,68.31,69.0,67.0,84.45,100.0,63.0,0.0,56.76,68.24,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,no_preference,private_transport,55,81,59,52,37,28,23,61,73,94,51,93,market,127,84,63.0,76,85,16,15,27,24,23,88,27,0,15,0
PI0023294,T002912,POI0015,March,morning,Z09,147.6,81.7,1932.0,76.96,68.0,84.0,86.4,100.0,55.8,6.46,59.04,71.14,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,no_preference,private_transport,55,81,59,52,37,28,23,61,73,94,51,93,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0023295,T002912,POI0018,March,morning,Z09,147.6,81.7,1975.0,72.11,47.0,5.0,77.1,100.0,86.2,7.17,59.04,49.58,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,no_preference,private_transport,55,81,59,52,37,28,23,61,73,94,51,93,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0023296,T002912,POI0030,March,afternoon,Z09,128.7,79.6,1806.6,57.41,65.0,72.0,80.7,100.0,75.2,6.76,51.48,49.86,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,no_preference,private_transport,55,81,59,52,37,28,23,61,73,94,51,93,wildlife,152,28,75.2,23,15,86,23,6,14,37,6,0,0,85,20
